location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked,county,region
ROCKY RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,9889,,
VERMILION RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,6592,,
CONNEAUT CREEK (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,9817,,
CONNEAUT CREEK (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,10061,,
CONNEAUT CREEK (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,9716,,
VERMILION RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,10340,,
GRAND RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,10246,,
CHAGRIN RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,8833,,
CHAGRIN RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,9040,,
CONNEAUT CREEK (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,5940,,
ROCKY RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,11068,,
VERMILION RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,2716,,
CHAGRIN RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,6013,,
ROCKY RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,2559,,
GRAND RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,9546,,
GRAND RIVER (LAKE ERIE),,,,2014,Steelhead Trout,Yearling,14643,,
FFA POND - CAMP MUSKINGUM,,,,2014,Rainbow Trout,Catchable,900,CARROLL,NORTHEAST
FFA STREAM - CAMP MUSKINGUM,,,,2014,Rainbow Trout,Catchable,600,CARROLL,NORTHEAST
GIERTZ LAKE,-83.55992,41.030365,5,2014,Rainbow Trout,Catchable,1003,HANCOCK,NORTHWEST
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Muskellunge,Fry,80000,CLERMONT,SOUTHWEST
CALDWELL LAKE,-82.95422,39.229887,10,2014,Channel Catfish,Catchable,500,ROSS,SOUTHEAST
TAR HOLLOW LAKE,-82.752205,39.384737,14,2014,Channel Catfish,Catchable,500,ROSS,SOUTHEAST
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Muskellunge,Fry,110713,CLERMONT,SOUTHWEST
SUNBURY UPGROUND RESERVOIR #1,-82.855933,40.247931,7,2014,Rainbow Trout,Catchable,504,#N/A,#N/A
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Muskellunge,Fingerlings,40564,CLERMONT,SOUTHWEST
AEP RECREATION LAND,,,,2014,Channel Catfish,Catchable,1012,,
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Muskellunge,Fry,3031,CLERMONT,SOUTHWEST
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Hybrid-Striped Bass,Fry,1000000,CLERMONT,SOUTHWEST
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2014,Walleye,Fry,943950,CLARK,SOUTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2014,Saugeye,Fry,2193708,LOGAN,CENTRAL
INDIAN LAKE,-83.875493,40.467488,5036,2014,Saugeye,Fry,1033418,LOGAN,CENTRAL
INDIAN LAKE,-83.875493,40.467488,5036,2014,Saugeye,Fry,930510,LOGAN,CENTRAL
INDIAN LAKE,-83.875493,40.467488,5036,2014,Saugeye,Fry,923715,LOGAN,CENTRAL
FREMONT RESERVOIR,,,100,2014,Yellow Perch,Fry,140000,SANDUSKY,NORTHWEST
WILLIAMS RESERVOIR,,,640,2014,Yellow Perch,Fry,470000,ALLEN,NORTHWEST
OHIO / ERIE CANAL,,,,2014,Rainbow Trout,Catchable,2109,,
COLD CREEK (LAKE ERIE),,,,2014,Rainbow Trout,Catchable,1970,,
COLD CREEK (LAKE ERIE),,,,2014,Rainbow Trout,Catchable,2594,,
COLD CREEK (LAKE ERIE),,,,2014,Rainbow Trout,Catchable,3488,,
SALT FORK LAKE,-81.557065,40.104771,3060,2014,Saugeye,Fingerlings,310059,GUERNSEY,SOUTHEAST
CLENDENING LAKE,-81.276497,40.268967,1702,2014,Saugeye,Fingerlings,171654,HARRISON,NORTHEAST
BELMONT LAKE,-81.008987,40.033671,109,2014,Saugeye,Fingerlings,12405,BELMONT,SOUTHEAST
PIEDMONT LAKE,-81.213162,40.190368,2370,2014,Saugeye,Fingerlings,252385,HARRISON,NORTHEAST
WOLF RUN LAKE,-81.54818,39.790673,208,2014,Saugeye,Fingerlings,32256,NOBLE,SOUTHEAST
VAN WERT RESERVOIR #2,,,100,2014,Saugeye,Fingerlings,11123,VAN WERT,NORTHWEST
PAINT CREEK LAKE,-83.35408,39.250837,1177,2014,Saugeye,Fingerlings,181668,ROSS,SOUTHEAST
ROCKY FORK LAKE,-83.439915,39.185034,1953,2014,Saugeye,Fingerlings,199464,HIGHLAND,SOUTHWEST
AMICK RESERVOIR,-82.822681,40.703148,53,2014,Saugeye,Fingerlings,6674,MORROW,CENTRAL
SHELBY RESERVOIR #2,-82.655453,40.86895,27,2014,Saugeye,Fingerlings,2966,RICHLAND,NORTHEAST
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2014,Saugeye,Fingerlings,280956,WARREN,SOUTHWEST
COWAN LAKE,-83.92493,39.388295,694,2014,Saugeye,Fingerlings,73128,CLINTON,SOUTHWEST
ACTON LAKE,-84.73446,39.557816,592,2014,Saugeye,Fingerlings,63156,BUTLER,SOUTHWEST
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Muskellunge,Fingerlings,6341,CLERMONT,SOUTHWEST
HOOVER RESERVOIR,-82.881928,40.108163,2884,2014,Saugeye,Fingerlings,294728,FRANKLIN,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,2014,Saugeye,Fingerlings,144040,DELAWARE,CENTRAL
GRIGGS RESERVOIR,-83.093798,40.015646,387,2014,Saugeye,Fingerlings,60940,FRANKLIN,CENTRAL
LIMA LAKE,-84.050626,40.757473,87,2014,Saugeye,Fingerlings,11080,ALLEN,NORTHWEST
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2014,Saugeye,Fingerlings,207196,ASHLAND,NORTHEAST
METZGER RESERVOIR,-84.055351,40.741409,157,2014,Saugeye,Fingerlings,19944,ALLEN,NORTHWEST
LOST CREEK RESERVOIR,-84.067431,40.744618,131,2014,Saugeye,Fingerlings,29113,ALLEN,NORTHWEST
LAKE LORAMIE,-84.362362,40.363606,869,2014,Saugeye,Fingerlings,180498,SHELBY,NORTHWEST
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,2014,Saugeye,Fingerlings,11645,HURON,NORTHWEST
RACCOON CREEK RESERVOIR,-82.976303,41.28754,36,2014,Saugeye,Fingerlings,5823,SANDUSKY,NORTHWEST
OTTAWA RESERVOIR,-84.021753,41.014453,20,2014,Saugeye,Fingerlings,4658,PUTNAM,NORTHWEST
VETS MEMORIAL RESERVOIR,-83.455482,41.13332,157,2014,Saugeye,Fingerlings,18632,HANCOCK,NORTHWEST
MCCOMB RESERVOIR #2,-83.779104,41.10612,20,2014,Saugeye,Fingerlings,5823,HANCOCK,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,2014,Saugeye,Fingerlings,15139,HANCOCK,NORTHWEST
WILLS CREEK LAKE,-81.850408,40.157271,375,2014,Saugeye,Fingerlings,66675,COSHOCTON,SOUTHEAST
SALT FORK LAKE,-81.557065,40.104771,3060,2014,Saugeye,Fingerlings,380222,GUERNSEY,SOUTHEAST
SALT FORK LAKE,-81.557065,40.104771,3060,2014,Saugeye,Fingerlings,251276,GUERNSEY,SOUTHEAST
WOLF RUN LAKE,-81.54818,39.790673,208,2014,Saugeye,Fingerlings,51718,NOBLE,SOUTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,2014,Saugeye,Fingerlings,249959,HARRISON,NORTHEAST
BELMONT LAKE,-81.008987,40.033671,109,2014,Saugeye,Fingerlings,25908,BELMONT,SOUTHEAST
BUCKEYE LAKE,-82.488212,39.92786,2851,2014,Hybrid-Striped Bass,Fry,800000,LICKING,CENTRAL
BUCKEYE LAKE,-82.488212,39.92786,2851,2014,Saugeye,Fingerlings,286162,LICKING,CENTRAL
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,2014,Saugeye,Fingerlings,17023,JACKSON,SOUTHEAST
LAKE RUPERT,-82.520714,39.176466,327,2014,Saugeye,Fingerlings,67396,VINTON,SOUTHEAST
LAKE SNOWDEN,-82.187924,39.250071,143,2014,Saugeye,Fingerlings,14591,ATHENS,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,2014,Saugeye,Fingerlings,68864,HOCKING,SOUTHEAST
DEER CREEK LAKE,-83.244914,39.605639,1301,2014,Saugeye,Fingerlings,195635,PICKAWAY,CENTRAL
WASHINGTON COURT HOUSE UPGROUND,-83.459111,39.55187,36,2014,Saugeye,Fingerlings,3650,FAYETTE,SOUTHWEST
LAKE WHITE,-83.013789,39.101454,333,2014,Saugeye,Fingerlings,33810,PIKE,SOUTHEAST
DILLON LAKE,-82.082083,39.990866,1279,2014,Saugeye,Fingerlings,192965,MUSKINGUM,SOUTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,2014,Saugeye,Fingerlings,455492,HARRISON,NORTHEAST
ROCKY FORK LAKE,-83.439915,39.185034,1953,2014,Saugeye,Fingerlings,197948,HIGHLAND,SOUTHWEST
ATWOOD LAKE,-81.285772,40.526523,1563,2014,Saugeye,Fingerlings,157164,TUSCARAWAS,NORTHEAST
LEESVILLE LAKE,-81.194548,40.468665,1011,2014,Saugeye,Fingerlings,304696,CARROLL,NORTHEAST
ROCKY FORK LAKE,-83.439915,39.185034,1953,2014,Saugeye,Fingerlings,195756,HIGHLAND,SOUTHWEST
COWAN LAKE,-83.92493,39.388295,694,2014,Saugeye,Fingerlings,50431,CLINTON,SOUTHWEST
ACTON LAKE,-84.73446,39.557816,592,2014,Saugeye,Fingerlings,54616,BUTLER,SOUTHWEST
LAKE LOGAN,-82.450711,39.534263,333,2014,Saugeye,Fingerlings,33238,HOCKING,SOUTHEAST
LAKE RUPERT,-82.520714,39.176466,327,2014,Saugeye,Fingerlings,34416,VINTON,SOUTHEAST
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,2014,Saugeye,Fingerlings,33674,JACKSON,SOUTHEAST
LAKE SNOWDEN,-82.187924,39.250071,143,2014,Saugeye,Fingerlings,28474,ATHENS,SOUTHEAST
LAKE WHITE,-83.013789,39.101454,333,2014,Saugeye,Fingerlings,71928,PIKE,SOUTHEAST
CANTERS CAVE POND,,,,2014,Channel Catfish,Catchable,301,JACKSON,SOUTHEAST
CLENDENING LAKE,-81.276497,40.268967,1702,2014,Saugeye,Fingerlings,340164,HARRISON,NORTHEAST
LAKE LORAMIE,-84.362362,40.363606,869,2014,Saugeye,Fingerlings,87618,SHELBY,NORTHWEST
ACTON LAKE,-84.73446,39.557816,592,2014,Saugeye,Fingerlings,65000,BUTLER,SOUTHWEST
COWAN LAKE,-83.92493,39.388295,694,2014,Saugeye,Fingerlings,88400,CLINTON,SOUTHWEST
PYMATUNING LAKE,-80.501181,41.516953,16349,2014,Walleye,Fingerlings,294711,ASHTABULA,NORTHEAST
LAKE MILTON,-80.977591,41.127257,1694,2014,Walleye,Fingerlings,169365,MAHONING,NORTHEAST
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2014,Walleye,Fingerlings,64387,HANCOCK,NORTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,2014,Walleye,Fingerlings,8580,HURON,NORTHWEST
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2014,Yellow Perch,Fingerlings,15950,VAN WERT,NORTHWEST
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2014,Yellow Perch,Fingerlings,13377,FULTON,NORTHWEST
FERGUSON RESERVOIR,-84.044266,40.732342,308,2014,Yellow Perch,Fingerlings,78267,ALLEN,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2014,Yellow Perch,Fingerlings,7718,MERCER,NORTHWEST
METZGER RESERVOIR,-84.055351,40.741409,157,2014,Yellow Perch,Fingerlings,42625,ALLEN,NORTHWEST
RACCOON CREEK RESERVOIR,-82.976303,41.28754,36,2014,Yellow Perch,Fingerlings,9625,SANDUSKY,NORTHWEST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2014,Yellow Perch,Fingerlings,13750,RICHLAND,NORTHEAST
POWERS RESERVOIR,-82.803509,40.721617,28,2014,Yellow Perch,Fingerlings,8250,CRAWFORD,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2014,Yellow Perch,Fingerlings,56375,HURON,NORTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,2014,Yellow Perch,Fingerlings,51563,HURON,NORTHWEST
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2014,Walleye,Fingerlings,222658,CLARK,SOUTHWEST
WASHINGTON COURT HOUSE UPGROUND,-83.459111,39.55187,36,2014,Yellow Perch,Fingerlings,19040,FAYETTE,SOUTHWEST
MARYSVILLE UPGROUND RESERVOIR,-83.397411,40.263621,155,2014,Yellow Perch,Fingerlings,78506,UNION,CENTRAL
BRESLER RESERVOIR,-84.229082,40.73066,582,2014,Yellow Perch,Fingerlings,204240,ALLEN,NORTHWEST
BRESLER RESERVOIR,-84.229082,40.73066,582,2014,Yellow Perch,Fingerlings,159621,ALLEN,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2014,Yellow Perch,Fingerlings,95633,MERCER,NORTHWEST
MUSKINGUM RIVER (MUSKINGUM R),,,,2014,Hybrid-Striped Bass,Fingerlings,118016,,
DILLON LAKE,-82.082083,39.990866,1279,2014,Hybrid-Striped Bass,Fingerlings,66212,MUSKINGUM,SOUTHEAST
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,2014,Hybrid-Striped Bass,Fingerlings,44944,DELAWARE,CENTRAL
KISER LAKE,-83.981882,40.197181,394,2014,Hybrid-Striped Bass,Fingerlings,19839,CHAMPAIGN,SOUTHWEST
GRIGGS RESERVOIR,-83.093798,40.015646,387,2014,Hybrid-Striped Bass,Fingerlings,19539,FRANKLIN,CENTRAL
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2014,Hybrid-Striped Bass,Fingerlings,69296,ASHLAND,NORTHEAST
GUILFORD LAKE,-80.872028,40.795059,361,2014,Hybrid-Striped Bass,Fingerlings,18837,COLUMBIANA,NORTHEAST
DEER CREEK RESERVOIR,-81.116487,40.968658,334,2014,Hybrid-Striped Bass,Fingerlings,16744,STARK,NORTHEAST
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2014,Yellow Perch,Fingerlings,331702,HANCOCK,NORTHWEST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2014,Yellow Perch,Fingerlings,51134,HANCOCK,NORTHWEST
VAN WERT RESERVOIR #2,,,100,2014,Yellow Perch,Fingerlings,52000,VAN WERT,NORTHWEST
DEFIANCE RESERVOIR,-84.395332,41.2679,73,2014,Yellow Perch,Fingerlings,41600,DEFIANCE,NORTHWEST
DELPHOS-GILLMOR RESERVOIR,-84.363995,40.877874,49,2014,Yellow Perch,Fingerlings,59800,VAN WERT,NORTHWEST
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,2014,Hybrid-Striped Bass,Fingerlings,33053,STARK,NORTHEAST
SIPPO LAKE,-81.451672,40.803417,99,2014,Hybrid-Striped Bass,Fingerlings,5013,STARK,NORTHEAST
OHIO RIVER PIKE ISLAND POOL,,,,2014,Hybrid-Striped Bass,Fingerlings,27574,,
OHIO RIVER HANNIBAL POOL,,,,2014,Hybrid-Striped Bass,Fingerlings,45958,,
OUTHWAITE RESERVOIR,-82.935716,40.835628,148,2014,Yellow Perch,Fingerlings,92901,CRAWFORD,NORTHWEST
LOST CREEK RESERVOIR,-84.067431,40.744618,131,2014,Yellow Perch,Fingerlings,80465,ALLEN,NORTHWEST
WILLIAMS RESERVOIR,,,640,2014,Yellow Perch,Fingerlings,189383,ALLEN,NORTHWEST
BRESLER RESERVOIR,-84.229082,40.73066,582,2014,Yellow Perch,Fingerlings,173435,ALLEN,NORTHWEST
METZGER RESERVOIR,-84.055351,40.741409,157,2014,Yellow Perch,Fingerlings,179415,ALLEN,NORTHWEST
LADUE RESERVOIR,-81.18649,41.406954,1478,2014,Walleye,Fingerlings,149566,GEAUGA,NORTHEAST
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2014,Walleye,Fingerlings,274441,PORTAGE,NORTHEAST
NIMISILA RESERVOIR,-81.515396,40.924456,743,2014,Walleye,Fingerlings,76900,SUMMIT,NORTHEAST
MOSQUITO LAKE,-80.758136,41.300057,7204,2014,Walleye,Fingerlings,382381,TRUMBULL,NORTHEAST
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2014,Walleye,Fingerlings,118524,CLARK,SOUTHWEST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2014,Walleye,Fingerlings,19754,HANCOCK,NORTHWEST
FERGUSON RESERVOIR,-84.044266,40.732342,308,2014,Walleye,Fingerlings,31042,ALLEN,NORTHWEST
BEAVER CREEK RESERVOIR,-83.02003,41.241359,110,2014,Walleye,Fingerlings,22575,SENECA,NORTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,2014,Walleye,Fingerlings,11610,HURON,NORTHWEST
NORWALK RESERVOIR #3,-82.590454,41.234447,92,2014,Walleye,Fingerlings,9675,HURON,NORTHWEST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2014,Walleye,Fingerlings,5160,RICHLAND,NORTHEAST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2014,Walleye,Fingerlings,18060,HANCOCK,NORTHWEST
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2014,Walleye,Fingerlings,59985,CLARK,SOUTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,2014,Yellow Perch,Fingerlings,45136,HURON,NORTHWEST
QUAIL HOLLOW POND,-81.236064,41.673228,7,2014,Channel Catfish,Catchable,305,LAKE,NORTHEAST
OHIO RIVER BELLEVILLE POOL,,,,2014,Hybrid-Striped Bass,Fingerlings,44651,,
OHIO RIVER RACINE POOL,,,,2014,Hybrid-Striped Bass,Fingerlings,28760,,
OHIO RIVER GREENUP POOL,,,,2014,Hybrid-Striped Bass,Fingerlings,57157,,
OHIO RIVER MELDAHL POOL,,,,2014,Hybrid-Striped Bass,Fingerlings,190994,,
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Muskellunge,Fingerlings,1964,CLERMONT,SOUTHWEST
FINDLEY LAKE,-82.208213,41.137552,85,2014,Channel Catfish,Catchable,523,LORAIN,NORTHEAST
GIERTZ LAKE,-83.55992,41.030365,5,2014,Channel Catfish,Catchable,501,HANCOCK,NORTHWEST
MALABAR FARM SP POND,,,2,2014,Channel Catfish,Catchable,501,RICHLAND,NORTHEAST
PLEASANT HILL LAKE,-82.324884,40.622857,783,2014,Channel Catfish,Catchable,1523,ASHLAND,NORTHEAST
MALLARD LAKE,,,1,2014,Channel Catfish,Catchable,511,LUCAS,NORTHWEST
PEARSON METROPARK PONDS,-83.441404,41.638804,2,2014,Channel Catfish,Catchable,522,LUCAS,NORTHWEST
INDIAN CREEK WA PONDS,,,,2014,Channel Catfish,Catchable,400,BROWN,SOUTHWEST
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2014,Muskellunge,Adv. Fingerlings,1041,RICHLAND,NORTHEAST
LEESVILLE LAKE,-81.194548,40.468665,1011,2014,Muskellunge,Adv. Fingerlings,1155,CARROLL,NORTHEAST
ALUM CREEK LAKE,-82.963793,40.184249,3331,2014,Muskellunge,Adv. Fingerlings,1746,DELAWARE,CENTRAL
ALUM CREEK LAKE,-82.963793,40.184249,3331,2014,Muskellunge,Adv. Fingerlings,1627,DELAWARE,CENTRAL
SALT FORK LAKE,-81.557065,40.104771,3060,2014,Muskellunge,Adv. Fingerlings,1685,GUERNSEY,SOUTHEAST
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Muskellunge,Adv. Fingerlings,1062,CLERMONT,SOUTHWEST
SALT FORK LAKE,-81.557065,40.104771,3060,2014,Muskellunge,Adv. Fingerlings,1387,GUERNSEY,SOUTHEAST
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2014,Muskellunge,Adv. Fingerlings,807,WARREN,SOUTHWEST
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2014,Muskellunge,Adv. Fingerlings,2621,PORTAGE,NORTHEAST
LAKE MILTON,-80.977591,41.127257,1694,2014,Muskellunge,Adv. Fingerlings,1694,MAHONING,NORTHEAST
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2014,Muskellunge,Adv. Fingerlings,1989,WARREN,SOUTHWEST
PYMATUNING LAKE,-80.501181,41.516953,16349,2014,Muskellunge,Adv. Fingerlings,537,ASHTABULA,NORTHEAST
PIEDMONT LAKE,-81.213162,40.190368,2370,2014,Muskellunge,Adv. Fingerlings,2370,HARRISON,NORTHEAST
EAST FORK LAKE,-84.151688,39.022284,2107,2014,Muskellunge,Adv. Fingerlings,3092,CLERMONT,SOUTHWEST
ALUM CREEK STATE PARK POND,,,1,2014,Channel Catfish,Catchable,208,DELAWARE,CENTRAL
ASHLEY UPGROUND RESERVOIR,-82.943834,40.407358,5,2014,Channel Catfish,Catchable,208,#N/A,#N/A
MAD RIVER (GREAT MIAMI R),,,,2014,Brown Trout,Yearling,5359,,
MAD RIVER (GREAT MIAMI R),,,,2014,Brown Trout,Yearling,6396,,
MACOCHEE CREEK (GREAT MIAMI R),,,,2014,Brown Trout,Yearling,1000,,
CLEAR CREEK (HOCKING R),,,,2014,Brown Trout,Yearling,3554,,
CHIPPEWA LAKE,-81.914216,41.07432,335,2014,Channel Catfish,Yearling,5000,MEDINA,NORTHEAST
SPENCER LAKE,-82.080427,41.106953,87,2014,Channel Catfish,Yearling,2180,MEDINA,NORTHEAST
FINDLEY LAKE,-82.208213,41.137552,85,2014,Channel Catfish,Yearling,2165,LORAIN,NORTHEAST
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),,,,2014,Brown Trout,Yearling,5395,,
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),,,,2014,Brown Trout,Yearling,5111,,
SHADOW LAKE,,,4,2014,Channel Catfish,Yearling,103,CUYAHOGA,NORTHEAST
FOREST HILL POND,,,6,2014,Channel Catfish,Yearling,163,CUYAHOGA,NORTHEAST
OHIO / ERIE CANAL,,,,2014,Channel Catfish,Yearling,1027,,
NIMISILA RESERVOIR,-81.515396,40.924456,743,2014,Channel Catfish,Yearling,5001,SUMMIT,NORTHEAST
SILVER CREEK LAKE,-81.683129,40.993561,46,2014,Channel Catfish,Yearling,2478,SUMMIT,NORTHEAST
LAKE ALMA,-82.517937,39.144467,68,2014,Channel Catfish,Yearling,1637,VINTON,SOUTHEAST
CLOUSE LAKE,-82.303206,39.765065,19,2014,Channel Catfish,Yearling,478,PERRY,SOUTHEAST
PUNDERSON LAKE,-81.210446,41.460767,80,2014,Brown Trout,Yearling,8118,GEAUGA,NORTHEAST
OHIO CANAL LOCK #4,-81.583218,40.877966,2,2014,Channel Catfish,Yearling,49,STARK,NORTHEAST
SIPPO LAKE,-81.451672,40.803417,99,2014,Channel Catfish,Yearling,2475,STARK,NORTHEAST
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,2014,Channel Catfish,Yearling,4065,JACKSON,SOUTHEAST
VETO LAKE,-81.646517,39.345074,143,2014,Channel Catfish,Yearling,3020,WASHINGTON,SOUTHEAST
PUNDERSON LAKE,-81.210446,41.460767,80,2014,Brown Trout,Yearling,7560,GEAUGA,NORTHEAST
VESUVIUS LAKE,-82.630439,38.606473,106,2014,Channel Catfish,Yearling,2675,LAWRENCE,SOUTHEAST
LAKE RUPERT,-82.520714,39.176466,327,2014,Channel Catfish,Yearling,4575,VINTON,SOUTHEAST
BROOK WILDLIFE AREA POND,,,7,2014,Channel Catfish,Yearling,175,TRUMBULL,NORTHEAST
WALTER C. BEST NATURE PRESERVE,-81.200911,41.556641,30,2014,Channel Catfish,Yearling,750,GEAUGA,NORTHEAST
LITTLE TURTLE POND,,,3,2014,Channel Catfish,Yearling,75,SUMMIT,NORTHEAST
SENECA POND NORTH (PORTAGE COUNTY),,,,2014,Channel Catfish,Yearling,125,PORTAGE,NORTHEAST
SENECA POND SOUTH (PORTAGE COUNTY),,,,2014,Channel Catfish,Yearling,250,PORTAGE,NORTHEAST
HARGUS LAKE,-82.887399,39.626751,143,2014,Channel Catfish,Yearling,3597,PICKAWAY,CENTRAL
LAKE LOGAN,-82.450711,39.534263,333,2014,Channel Catfish,Yearling,4667,HOCKING,SOUTHEAST
ZEPERNICK LAKE,-80.978146,40.788659,39,2014,Channel Catfish,Yearling,975,COLUMBIANA,NORTHEAST
ROSE LAKE,-82.537895,39.42491,21,2014,Channel Catfish,Yearling,523,HOCKING,SOUTHEAST
LAKE LOGAN,-82.450711,39.534263,333,2014,Channel Catfish,Yearling,333,HOCKING,SOUTHEAST
CLARK LAKE,-83.66048,39.948114,97,2014,Channel Catfish,Yearling,2009,CLARK,SOUTHWEST
PUNDERSON LAKE,-81.210446,41.460767,80,2014,Brown Trout,Yearling,5376,GEAUGA,NORTHEAST
KILLBUCK MARSH  WILDLIFE AREA,,,,2014,Largemouth Bass,Fingerlings,1686,,
STONELICK LAKE,-84.084333,39.216022,161,2014,Channel Catfish,Yearling,4025,CLERMONT,SOUTHWEST
RUSH RUN LAKE,-84.612101,39.593845,54,2014,Channel Catfish,Yearling,1353,PREBLE,SOUTHWEST
EASTWOOD LAKE,-84.145686,39.782494,196,2014,Channel Catfish,Yearling,332,MONTGOMERY,SOUTHWEST
DELPHOS-GILLMOR RESERVOIR,-84.363995,40.877874,49,2014,Yellow Perch,Adv. Fingerlings,2800,VAN WERT,NORTHWEST
EASTWOOD LAKE,-84.145686,39.782494,196,2014,Channel Catfish,Yearling,4573,MONTGOMERY,SOUTHWEST
MADISON LAKE,-83.376307,39.866132,98,2014,Channel Catfish,Yearling,2450,MADISON,CENTRAL
HARRISON LAKE,-84.360311,41.639322,98,2014,Channel Catfish,Yearling,2455,FULTON,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,2014,Channel Catfish,Yearling,601,LUCAS,NORTHWEST
MAUMEE BAY STATE PARK POND,-83.374627,41.680752,50,2014,Channel Catfish,Yearling,1252,LUCAS,NORTHWEST
LAKE WAYNE R. CARR,,,13.4,2014,Channel Catfish,Yearling,341,PAULDING,NORTHWEST
ROCKMILL LAKE,-82.698779,39.738956,12,2014,Channel Catfish,Yearling,298,FAIRFIELD,CENTRAL
GREENFIELD LAKE,-82.632387,39.770858,12,2014,Channel Catfish,Yearling,291,FAIRFIELD,CENTRAL
LAKE LORAMIE,-84.362362,40.363606,869,2014,Channel Catfish,Catchable,553,SHELBY,NORTHWEST
ANTRIM LAKE,-83.033796,40.077248,43,2014,Rainbow Trout,Yearling,7119,FRANKLIN,CENTRAL
ANTRIM LAKE,-83.033796,40.077248,43,2014,Rainbow Trout,Yearling,1436,FRANKLIN,CENTRAL
ADAMS LAKE,-83.516026,38.813935,37,2015,Rainbow Trout,Catchable,2017,ADAMS,SOUTHWEST
NEW LEXINGTON RESERVOIR 1A,-82.215604,39.73372,32,2015,Rainbow Trout,Catchable,2512,PERRY,SOUTHEAST
RUSH RUN LAKE,-84.612101,39.593845,54,2015,Rainbow Trout,Catchable,3053,PREBLE,SOUTHWEST
BLUE ROCK LAKE,-81.850411,39.81757,17,2015,Rainbow Trout,Catchable,752,MUSKINGUM,SOUTHEAST
